stocks,fx,bonds,total
1378743.645493729,77982274.73043978,367171.6732058376,79728190.04913935
664398.3845987413,5340763.792256564,165286.48328499496,6170448.6601403
1251143.956041772,24646041.59245354,639264.5337607712,26536450.082256082
-78688.77194393799,60350731.29791832,-678329.6733867079,59593712.85258767
26998.544780144468,-16218230.186133206,-1526868.7562742606,-17718100.397627324
-276293.07302258536,-74196473.05478373,441624.6848702878,-74031141.44293603
-1351448.8520937208,9000093.600941956,-385854.3680745736,7262790.380773662
97309.71000643633,-11597308.002397716,-21874.455971047282,-11521872.748362327
1066938.3955537155,-47582269.79198331,-740037.6286961064,-47255369.0251257
-1418479.0280240364,30387797.590144634,-1125842.6959583834,27843475.866162214
-606292.1437140014,38905785.714799166,593540.416132167,38893033.98721733
-336735.34993683547,10834023.002118737,-76630.73607777059,10420656.91610413
995605.1329311095,58069095.17673117,480298.17090569437,59544998.48056798
-534240.9236140698,-9010734.97401607,-139158.33657856286,-9684134.234208703
283720.1054444164,20446383.519227505,-376658.5059873983,20353445.118684523
-412596.5989344921,13936460.073653162,-260030.7076791376,13263832.767039532
601479.4910709672,-80391045.82830754,-5989.172264121473,-79795555.50950068
261023.12589630485,61725794.40920466,-111583.74311229587,61875233.79198867
1217089.42824905,113867533.57442403,899516.0669854209,115984139.06965849
-619730.1866232548,-25620978.620022655,1054084.1307121143,-25186624.675933793
-23908.672582121566,131439197.58590156,-1529655.47324536,129885633.44007409
796308.1146728732,-29057075.400367647,-631505.0146901086,-28892272.300384883
393218.6720293276,-13412887.332139432,163209.37733256817,-12856459.282777537
-154633.46705672145,93765393.74699575,-821564.8555996567,92789195.42433937
-152002.1423656568,-17326786.52980548,-460312.30347757787,-17939100.975648716
779355.6809700411,37363893.54446167,413937.7562268898,38557186.9816586
1514352.8928127438,-26836300.523708463,2068787.7452590093,-23253159.88563671
-236462.96183170378,13321268.33400026,-742891.4642299861,12341913.90793857
-85643.49209774472,-3334142.4290751815,71694.06049800664,-3348091.8606749196
78968.16516408138,20733911.268401027,397414.25699748844,21210293.6905626
-300535.82226813585,744690.584384501,-1845398.1936259866,-1401243.4315096214
-959970.5333971828,-60729421.65458867,231103.38467299938,-61458288.80331285
779866.4662088398,-48939649.81037751,2215575.2427192777,-45944208.10144939
463272.94722942635,58126866.25382614,2072425.457888797,60662564.65894437
1816643.3321007602,16446586.076679468,-761007.7523421124,17502221.656438116
52279.10845858045,27722003.02880323,-738295.962260887,27035986.17500092
-203222.82846083492,33997506.15431678,-344107.2210948393,33450176.10476111
-44794.52682121098,-53060344.74976507,-301974.6943995431,-53407113.97098582
-531663.0756962653,28624176.61061853,404028.2511076778,28496541.786029942
748637.9350349214,-7741854.152798712,158520.74947093427,-6834695.468292857
1322731.4463117216,-13360427.691478848,-638098.0758401379,-12675794.321007265
-474925.95179059356,150020497.72680354,-862283.3815358281,148683288.3934771
1232919.764897326,-14687270.045914829,617137.576199986,-12837212.704817517
268474.1028053742,29588609.676882386,-1524204.245538421,28332879.53414934
