column,date,old_value,prev_value,next_value,repaired_value
Курс_USD,2022-06-13,110.67410278320312,57.96500015258789,57.71500015258789,57.839865081545334
Курс_USD,2022-07-18,110.67410278320312,58.2400016784668,57.71500015258789,57.97690665911239
Курс_USD,2023-03-16,5.0,75.71499633789062,76.46499633789062,76.08907226205487
Курс_EUR,2022-07-04,119.52680206298828,55.16540145874024,57.52560043334961,56.33314159587421
