bond,market_quote_pct,market_price_rub,model_price_rub,error_rub,error_pct_of_market
26219,95.748,957.48,974.3891606316041,16.909160631604095,0.017660066666253194
26236,83.23,832.3000000000001,829.1509720521024,-3.1490279478977072,-0.003783525108611907
26218,78.0,780.0,791.0002957523521,11.000295752352145,0.014102943272246371
26221,70.897,708.9700000000001,722.2358260947435,13.265826094743375,0.018711406822211618
26233,58.5,585.0,609.2464434346218,24.246443434621824,0.04144691185405436
